SRA_ID	Total_Syn	Het_syn	Homo_syn
SRR35161442	147427	33155	57136
SRR35161443	143860	62286	40787
SRR35161444	139634	73838	32898
SRR35161445	125856	77270	24293
SRR35161446	115730	45530	35100
SRR35161447	113345	5755	53795
SRR35161448	117721	5367	56177
SRR35161449	132066	44572	43747
SRR35161450	118779	17177	50801
SRR35161451	148356	24488	61934
SRR35161452	149386	54650	47368
SRR35161453	149085	59001	45042
SRR35161454	147198	58398	44400
SRR35161455	151348	59858	45745
SRR35161456	150692	51860	49416
SRR35161457	152941	38379	57281
SRR35161458	156845	41131	57857
SRR35161459	127332	22582	52375
SRR35161460	156532	54238	51147
SRR35161461	143169	41099	51035
SRR35161462	154180	57576	48302
SRR35161463	155538	43738	55900
SRR35161464	155765	65233	45266
SRR35161465	144067	66623	38722
SRR35161466	129514	40212	44651
SRR35161467	123741	56671	33535
SRR35161468	100082	54010	23036
SRR35161469	125992	46482	39755
SRR35161470	122941	51421	35760
SRR35161471	125425	69359	28033
SRR35161472	118722	61130	28796
SRR35161473	153880	49270	52305
SRR35161474	134705	24245	55230
SRR35161475	121748	70696	25526
SRR35161476	140397	55191	42603
SRR35161477	112387	75079	18654
SRR35161478	145376	77662	33857
SRR35161479	141467	44197	48635
SRR35161480	151491	53405	49043
SRR35161481	155196	55850	49673
SRR35161482	152968	61994	45487
SRR35161483	146586	48880	48853
SRR35161484	145753	59873	42940
SRR35161485	149128	70152	39488
SRR35161486	147155	53411	46872
SRR35161487	144439	56607	43916
SRR35161488	149194	63766	42714
SRR35161489	145000	66566	39217
SRR35161490	144580	28098	58241
SRR35161491	158643	42535	58054
SRR35161492	149072	46256	51408
SRR35161493	145622	45830	49896
SRR35161494	143421	78089	32666
SRR35161495	127689	67887	29901
SRR35161496	147189	55213	45988
SRR35161497	125671	56433	34619
SRR35161498	130667	68631	31018
SRR35161499	133925	65639	34143
SRR35161500	160736	37036	61850
SRR35161501	128410	6248	61081
SRR35161502	127254	67940	29657
SRR35161503	131387	69543	30922
SRR35161504	149089	71727	38681
SRR35161505	129863	63871	32996
SRR35161506	138934	74130	32402
SRR35161507	129535	62099	33718
SRR35161508	127518	85758	20880
SRR35161509	126464	37834	44315
SRR35161510	128175	18923	54626
SRR35161511	136112	29150	53481
SRR35161512	120671	23535	48568
SRR35161513	129802	29186	50308
SRR35161514	130237	25265	52486
SRR35161515	128238	50074	39082
SRR35161516	126816	63308	31754
SRR35161517	125076	33124	45976
SRR35161518	146436	41080	52678
SRR35161519	154646	55378	49634
SRR35161520	160061	40913	59574
SRR35161521	138336	53178	42579
SRR35161522	150423	71207	39608
SRR35161523	141794	49026	46384
SRR35161524	150366	55888	47239
SRR35161525	147975	80665	33655
SRR35161526	144075	81509	31283
SRR35161527	143896	67854	38021
SRR35161528	127745	66657	30544
SRR35161529	143089	53935	44577
SRR35161530	142870	48180	47345
SRR35161531	144073	51091	46491
SRR35161532	140555	76373	32091
SRR35161533	147696	19360	64168
SRR35161534	141268	44118	48575
SRR35161535	140712	39974	50369
SRR35161536	137165	53435	41865
SRR35161537	135947	71263	32342
SRR35161538	141204	38038	51583
SRR35161539	136654	9708	63473
SRR35161540	134845	36651	49097
SRR35161541	137470	61896	37787
SRR35161542	139628	60112	39758
SRR35161543	139494	48772	45361
SRR35161544	134079	56397	38841
SRR35161545	136674	63168	36753
SRR35161546	139037	54883	42077
SRR35161547	140476	61154	39661
SRR35161548	138952	55836	41558
SRR35161549	136005	62969	36518
SRR35161550	134753	65653	34550
SRR35161551	130753	39741	45506
SRR35161552	120428	67418	26505
SRR35161553	129346	67388	30979
SRR35161554	122845	68557	27144
SRR35161555	147463	79837	33813
SRR35161556	126923	70341	28291
SRR35161557	127515	66897	30309
SRR35161558	129642	52426	38608
SRR35161559	151428	73234	39097
SRR35161560	154659	61933	46363
SRR35161561	140313	39041	50636
SRR35161562	153488	60972	46258
SRR35161563	154103	62095	46004
SRR35161564	153636	44544	54546
SRR35161565	136946	63024	36961
SRR35161566	125654	18312	53671
SRR35161567	132707	78439	27134
SRR35161568	128875	6145	61365
SRR35161569	144087	81995	31046
SRR35161570	150018	44368	52825
SRR35161571	147397	78111	34643
SRR35161572	158331	28533	64899
SRR35161573	148115	48181	49967
SRR35161574	135361	50395	42483
SRR35161575	131993	70481	30756
SRR35161576	149892	73850	38021
SRR35161577	147658	76394	35632
SRR35161578	145518	44166	50676
SRR35161579	145294	36408	54443
SRR35161580	152472	40202	56135
SRR35161581	152814	59224	46795
SRR35161582	154381	29727	62327
SRR35161583	155211	44521	55345
SRR35161584	147873	75523	36175
SRR35161585	148870	78248	35311
SRR35161586	142306	30460	55923
SRR35161587	140214	44028	48093
SRR35161588	136024	70300	32862
